age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
10,Female,Father,0.275,21,0,2,tablet,My daughter spends nearly 2 hours per day browsing creative and educational content. She willingly switches off her phone when reminded,0,Low
17,Male,Mother,0.190476191,23,0,2,tablet,"My son's social media use is limited to 2 hours per day, mostly for school group discussions. His behavior remains calm and focused",0,Low
11,Female,Guardian,0.025,30,1,4,smartphone,I am concerned because posts occasionally and keeps healthy offline relationships; daily use close to 4 hours per day. i am worried about the long-term effects. and it seems unhealthy.,0.032258065,Medium
10,Female,Father,0.205555556,36,1,1,smartphone,My daughter spends about 1 hours per day browsing educational and creative pages. She is still active in school and enjoys spending time with us. We do not see this as a problem at the moment.,0.027027027,Low
11,Female,Mother,0.066666667,32,1,5,smartphone,It has become clear that using social apps to meet strangers and lying about their age  behavior started after being online for 5 hours per day/day. which is impacting behavior and routine.,0.03030303,Medium
13,Female,Mother,0.05,27,1,5,laptop,"I am concerned because follows hobby pages and maintains a balanced routine, using social media about 5  hours per dayeach day. which is becoming a serious concern.",0.035714286,Medium
14,Female,Mother,0.0875,36,1,4,smartphone,"I am concerned because as a counselor, i have observed my 14-year-old daughter online until 3 or 4 am; their grades dropped significantly. this behavior started a few months ago. which is impacting behavior and routine.",0.027027027,Medium
10,Male,Mother,0.216666667,29,0,2,tablet,My son spends about 2 hours per day on social media during his free time. He completes his responsibilities before using his phone. His routine and behavior remain balanced.,0,Low
13,Female,Guardian,0.2,34,1,2,tablet,My daughter spends about 2 hours per day on social media after finishing her homework. She mainly chats with her friends and watches light content. Her schoolwork and family time have not been affected.,0.028571429,Low
13,Female,Mother,0.077777778,34,0,2,smartphone,"My daughter uses social media for around 2 hours per day, mostly in the evening. She follows the screen time limits we have set. We have not noticed any negative changes in her behavior.",0,Low
14,Male,Guardian,-0.383333333,34,3,6,smartphone,"As a parent, I have observed that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 6 hours per day on apps. and it seems unhealthy.",0.085714286,High
14,Female,Mother,-0.022222222,30,0,3,laptop,I am worried that they cancel family activities to be online and avoid offline friends; daily social media time roughly 3 hours per day. which is impacting behavior and routine.,0,Medium
13,Male,Mother,0.016666667,36,0,1,smartphone,"As a parent, I have observed that my child spends about 1 hours per day on social media. While this does not yet seem harmful, I feel it should still be monitored to prevent future issues.",0,Low
10,Male,Mother,0.033333333,29,0,2,smartphone,"As a mother, I have observed that my child spends about 2 hours per day on social media. He still manage his studies.While this does not yet seem harmful,",0,Low
14,Male,Father,-0.072222222,29,0,2,smartphone,"My child usually spends around 2 hours per day on social media. This level seems manageable now, but I am keeping an eye on it to avoid future issues.",0,Low
16,Male,Mother,0.194444444,31,0,1,laptop,My son spends about 1 hours per day on social media during his free time. He completes his schoolwork and chores before using his phone. His sleep and behavior remain normal.,0,Low
12,Male,Guardian,-0.203333333,37,2,8,tablet,"Over the past few months, using social apps to meet strangers and lying about their age  behavior started after being online for 8 hours per day/day. this behavior started a few months ago. and it seems unhealthy.",0.052631579,High
10,Male,Mother,-0.033333333,28,0,10,laptop,I am worried that streams frequently without managing his studies. typically around 10 hours per dayof use. it has become a concern. which is impacting behavior and routine.,0,Medium
15,Female,Father,0.166666667,22,0,2,smartphone,"I am concerned because uses social apps to chat with classmates, but rarely misses sleep. i'd say around 2 hours per day. ",0,Low
10,Female,Mother,0.166666667,24,0,1,smartphone,I am concerned because posts occasionally and keeps healthy offline relationships; daily use close to 1 hours per day. Still manage her studies well.,0,Low
17,Female,Guardian,0.033333333,22,1,1,smartphone,I am worried that mood swings happen but they are not tied to social media; screen time about 1 hours per day.,0.043478261,Low
15,Male,Mother,0.216666667,27,0,2,smartphone,My son spends about 2 hours per day on social media during his free time. He completes his responsibilities before using his phone. His routine remain balanced.,0,Low
11,Male,Guardian,-0.083333333,32,0,2,smartphone,"Over the past few months, From what I observe, my child uses social media for roughly 2 hours per day, which seems acceptable so far, but I think it still requires supervision.",0,Low
13,Male,Father,0,36,2,8,laptop,"I am worried that as a counselor, i have observed my 13-year-old daughter online until 3 or 4 am; their grades dropped significantly. recently their teacher informed me about this. and I feel intervention is needed.",0.054054054,High
15,Female,Guardian,-0.2,38,3,5,smartphone,I am concerned because stays up all night messaging strangers and is depressed; daily screen time around 5 hours per day. they pretend not to be online but we found them streaming at night. and it seems unhealthy.,0.076923077,Medium
16,Female,Father,-0.022222222,38,2,6,tablet,I am worried that my 16-year-old skips school or is frequently absent because of meeting people from social media. usage around 6 hours per day. this behavior started a few months ago. which is impacting behavior and routine.,0.051282051,High
11,Male,Father,-0.088888889,21,0,2,tablet,"As a parent, I have observed that active in sports and uses social media minimally, typically about 2 hours per day. ",0,Low
10,Female,Guardian,-0.088888889,26,0,2,smartphone,"As a parent, I have observed that active in sports and uses social media minimally, typically about 2 hours per day.also manage his studies of school",0,Low
12,Male,Mother,-0.055555556,37,2,6,smartphone,Lately I have noticed that my 12-year-old skips school or is frequently absent because of meeting people from social media. usage around 6 hours per day. it has become a concern. which is impacting behavior and routine.,0.052631579,High
17,Male,Mother,-0.116666667,39,3,8,smartphone,"As a parent, I have observed that my 17-year-old skips school or is frequently absent because of meeting people from social media. usage around 8 hours per day. this behavior started a few months ago. and it seems unhealthy.",0.075,High
14,Male,Guardian,0.05,35,2,4,laptop,"I am worried that has lost interest in hobbies and isolates themselves, glued to the phone for nearly 3-4 hours per dayeach day. recently their teacher informed me this. and I feel intervention is needed.",0.055555556,Medium
13,Male,Mother,-0.150694444,28,0,4,smartphone,"Over the past few months, active in sports and uses social media minimally, typically about 4 hours per day. we have tried setting limits it little bit help. ",0,Medium
12,Female,Father,0.072222222,46,4,8,tablet,It has become clear that he got into arguments and panic attacks when we tried to limit phone time; online use close to 8 hours per day. they pretend not to be online but we found them streaming at night. which is becoming a serious concern.,0.085106383,High
10,Female,Father,-0.104166667,29,0,1,tablet,Lately I have noticed that chats with relatives and uses social media responsibly; average daily use around 1 hours per day. Still manage studoes well in school and classes.,0,Low
17,Female,Mother,-0.122222222,22,1,8,smartphone,I am worried that checks social media during weekdays without focusing on studies; overall 8 hours per day. and it seems unhealthy.,0.043478261,High
14,Male,Guardian,-0.133333333,26,0,4,smartphone,Lately I have noticed that some days he abscent at school because of continuous social gaming; i think it's 4 hours per day. i am worried.,0,Medium
15,Male,Guardian,-0.1,38,0,2,smartphone,"As a guardian, I have noticed that my child spends about 2 hours per day on social media, and at the moment it does not appear to cause serious problems, though I feel some limits are still necessary.",0,Low
